id_pais_origen,id_pais_destino,migrantes
AFG,DZA,41.0
AFG,ARG,6.0
AFG,AUS,42.0
AFG,AUT,47.0
AFG,BHR,62.0
AFG,BGD,151.0
AFG,BEL,16.0
AFG,BRA,8.0
AFG,BGR,168.0
AFG,BDI,1.0
AFG,KHM,5.0
AFG,CAN,228.0
AFG,CHN,24.0
AFG,COD,26.0
AFG,CYP,3.0
AFG,CZE,2.0
AFG,DNK,13.0
AFG,EGY,1450.0
AFG,SLV,7.0
AFG,FRO,7.0
AFG,FJI,9.0
AFG,FRA,1767.0
AFG,DEU,199.0
AFG,GRC,9.0
AFG,GUM,2.0
AFG,HND,1.0
AFG,HKG,67.0
AFG,HUN,99.0
AFG,IND,3827.0
AFG,IDN,24.0
AFG,IRN,42222.0
AFG,IRQ,327.0
AFG,IRL,6.0
AFG,ISR,16.0
AFG,ITA,180.0
AFG,JOR,21.0
AFG,KEN,6.0
AFG,KWT,760.0
AFG,LBN,28.0
AFG,LBY,36.0
AFG,MAC,3.0
AFG,MDV,3.0
AFG,MEX,15.0
AFG,MAR,63.0
AFG,MMR,12.0
AFG,NZL,19.0
AFG,NIC,10.0
AFG,NOR,2.0
AFG,OMN,80.0
AFG,PAK,28216.0
AFG,PER,1.0
AFG,PHL,11.0
AFG,POL,3.0
AFG,PRT,1.0
AFG,QAT,27.0
AFG,SAU,157.0
AFG,SCG,3.0
AFG,SGP,2.0
AFG,ZAF,2.0
AFG,LKA,14.0
AFG,SDN,5.0
AFG,SWE,17.0
AFG,CHE,160.0
AFG,SYR,701.0
AFG,TZA,23.0
AFG,THA,2.0
AFG,TUN,83.0
AFG,TUR,620.0
AFG,UGA,1.0
AFG,ARE,25.0
AFG,GBR,221.0
AFG,USA,293.0
AFG,VUT,3.0
AFG,VEN,5.0
AFG,PSE,39.0
AFG,YEM,1283.0
AFG,ZWE,1.0
ALB,DZA,16.0
ALB,AGO,5.0
ALB,ARG,4.0
ALB,AUS,1410.0
ALB,AUT,1158.0
ALB,BHR,2.0
ALB,BEL,1572.0
ALB,BEN,3.0
ALB,BMU,2.0
ALB,BOL,12.0
ALB,BIH,108.0
ALB,BGR,86.0
ALB,BDI,2.0
ALB,KHM,6.0
ALB,CMR,8.0
ALB,CAN,863.0
ALB,CPV,8.0
ALB,CAF,12.0
ALB,CHL,37.0
ALB,CHN,2.0
ALB,COD,106.0
ALB,COG,11.0
ALB,CIV,29.0
ALB,HRV,1045.0
ALB,CUB,5.0
ALB,CZE,11.0
ALB,DNK,145.0
ALB,DOM,3.0
ALB,EGY,5.0
ALB,ETH,12.0
ALB,FJI,5.0
ALB,FIN,9.0
ALB,FRA,19179.0
ALB,GAB,3.0
ALB,DEU,4212.0
ALB,GHA,5.0
ALB,GRC,6554.0
ALB,GUM,1.0
ALB,GTM,2.0
ALB,GIN,13.0
ALB,HND,2.0
ALB,HKG,5.0
ALB,HUN,917.0
ALB,ISL,2.0
ALB,IND,58.0
ALB,IDN,46.0
ALB,IRQ,8.0
ALB,IRL,7.0
ALB,ISR,29.0
ALB,ITA,12606.0
ALB,JOR,2.0
ALB,KWT,2.0
ALB,LAO,2.0
ALB,LBN,60.0
ALB,LBY,1.0
ALB,LIE,2.0
ALB,LUX,11.0
ALB,MKD,188.0
ALB,MEX,32.0
ALB,FSM,2.0
ALB,MCO,8.0
ALB,MAR,2.0
ALB,MMR,10.0
ALB,NLD,1237.0
ALB,NZL,29.0
ALB,NIC,12.0
ALB,NER,19.0
ALB,NGA,59.0
ALB,NOR,4.0
ALB,PAK,4.0
ALB,PAN,125.0
ALB,PER,19.0
ALB,PHL,20.0
ALB,POL,124.0
ALB,PRT,5.0
ALB,QAT,57.0
ALB,ROU,1567.0
ALB,RWA,3.0
ALB,SEN,4.0
ALB,SCG,1036.0
ALB,SLE,1.0
ALB,SGP,4.0
ALB,SVK,4.0
ALB,SVN,304.0
ALB,ZAF,32.0
ALB,ESP,84.0
ALB,SDN,1.0
ALB,SWE,44.0
ALB,CHE,4810.0
ALB,SYR,2.0
ALB,TZA,10.0
ALB,THA,34.0
ALB,TGO,27.0
ALB,TTO,2.0
ALB,TUN,3.0
ALB,TUR,5224.0
ALB,GBR,4.0
ALB,USA,10047.0
ALB,URY,1.0
ALB,PSE,17.0
ALB,YEM,10.0
ALB,ZWE,5.0
DZA,AFG,7.0
DZA,AGO,10.0
DZA,ATG,1.0
DZA,ARG,71.0
DZA,ABW,5.0
DZA,AUS,130.0
DZA,AUT,1923.0
DZA,BHS,1.0
DZA,BGD,16.0
DZA,BRB,3.0
DZA,BEL,1694.0
DZA,BEN,49.0
DZA,BIH,30.0
DZA,BWA,6.0
DZA,BRA,168.0
DZA,BGR,33.0
DZA,BFA,65.0
DZA,KHM,13.0
DZA,CAN,222.0
DZA,CPV,3.0
DZA,CAF,4.0
DZA,CHL,17.0
DZA,CHN,5.0
DZA,COL,4.0
DZA,COD,2.0
DZA,COG,4.0
DZA,CIV,113.0
DZA,CUB,65.0
DZA,CYP,36.0
DZA,CZE,3.0
DZA,DNK,1558.0
DZA,DMA,1.0
DZA,DOM,38.0
DZA,EGY,5218.0
DZA,SLV,1.0
DZA,ETH,72.0
DZA,FJI,5.0
DZA,FIN,29.0
DZA,FRA,626615.0
DZA,GUF,95.0
DZA,PYF,58.0
DZA,GAB,19.0
DZA,DEU,9670.0
DZA,GHA,7.0
DZA,GIB,2.0
DZA,GRC,379.0
DZA,GRD,1.0
DZA,GLP,149.0
DZA,GUM,1.0
DZA,GUY,1.0
DZA,HTI,3.0
DZA,HND,2.0
DZA,HKG,15.0
DZA,HUN,116.0
DZA,ISL,2.0
DZA,IND,2351.0
DZA,IDN,76.0
DZA,IRQ,145.0
DZA,IRL,329.0
DZA,ISR,46884.0
DZA,ITA,7365.0
DZA,JOR,76.0
DZA,KEN,1.0
DZA,LAO,2.0
DZA,LBN,10.0
DZA,LBY,73.0
DZA,LIE,3.0
DZA,LUX,93.0
DZA,MKD,52.0
DZA,MDG,3.0
DZA,MWI,1.0
DZA,MLI,450.0
DZA,MTQ,162.0
DZA,FSM,2.0
DZA,MCO,90.0
DZA,MAR,94601.0
DZA,MMR,92.0
DZA,NAM,2.0
DZA,NLD,52.0
DZA,ANT,24.0
DZA,NCL,264.0
DZA,NZL,2.0
DZA,NIC,19.0
DZA,NER,353.0
DZA,NOR,215.0
DZA,OMN,1.0
DZA,PAK,186.0
DZA,PAN,10.0
DZA,PNG,2.0
DZA,PER,6.0
DZA,PHL,34.0
DZA,POL,4.0
DZA,PRT,14.0
DZA,PRI,3.0
DZA,QAT,9.0
DZA,REU,158.0
DZA,SMR,1.0
DZA,SAU,2.0
DZA,SEN,5.0
DZA,SCG,290.0
DZA,SLE,10.0
DZA,SGP,56.0
DZA,SVK,1.0
DZA,ZAF,25.0
DZA,LCA,1.0
DZA,SDN,764.0
DZA,SWZ,1.0
DZA,SWE,6.0
DZA,CHE,6568.0
DZA,SYR,23.0
DZA,THA,7.0
DZA,TGO,3.0
DZA,TTO,21.0
DZA,TUN,32926.0
DZA,TUR,602.0
DZA,UGA,2.0
DZA,GBR,8385.0
DZA,USA,322.0
DZA,URY,5.0
DZA,VEN,15.0
DZA,PSE,3293.0
DZA,YEM,1136.0
DZA,ZMB,1.0
DZA,ZWE,604.0
ASM,AUT,1.0
ASM,BEL,2.0
ASM,CAN,180.0
ASM,DOM,4.0
ASM,FJI,4.0
ASM,FRA,1.0
ASM,DEU,13.0
ASM,GLP,1.0
ASM,HKG,2.0
ASM,IND,6.0
ASM,ITA,6.0
ASM,KIR,2.0
ASM,FSM,2.0
ASM,NRU,2.0
ASM,NZL,10.0
ASM,NIU,21.0
ASM,PAK,2.0
ASM,PNG,1.0
ASM,PRI,3.0
ASM,WSM,1694.0
ASM,SLB,4.0
ASM,CHE,5.0
ASM,TTO,2.0
ASM,TUV,1.0
ASM,GBR,2.0
ASM,USA,2519.0
ASM,VUT,2.0
ASM,YEM,3.0
AND,DZA,1.0
AND,AGO,1.0
AND,AUT,2.0
AND,BEL,2.0
AND,CAN,17.0
AND,CHL,4.0
AND,DNK,2.0
AND,FRA,233.0
AND,DEU,7.0
AND,HUN,14.0
AND,ITA,20.0
AND,NLD,15.0
AND,ZAF,532.0
AND,ESP,1.0
AND,SWE,1.0
AND,CHE,8.0
AND,USA,440.0
AGO,ARG,786.0
AGO,AUS,18.0
AGO,AUT,66.0
AGO,BGD,2.0
AGO,BEL,58.0
AGO,BEN,17.0
AGO,BIH,3.0
AGO,BWA,202.0
AGO,BRA,2947.0
AGO,BGR,2.0
AGO,BDI,1.0
AGO,KHM,2.0
AGO,CAN,79.0
AGO,CPV,1.0
AGO,CAF,10.0
AGO,TCD,2.0
AGO,CHL,57.0
AGO,COL,46.0
AGO,COG,840.0
AGO,CIV,40.0
AGO,CYP,8.0
AGO,DNK,174.0
AGO,DJI,2.0
AGO,ECU,10.0
AGO,ETH,191.0
AGO,FIN,3.0
AGO,FRA,7698.0
AGO,GUF,18.0
AGO,GAB,51.0
AGO,DEU,314.0
AGO,GHA,2.0
AGO,GIB,3.0
AGO,GRC,13.0
AGO,GUY,14.0
AGO,HKG,2.0
AGO,HUN,14.0
AGO,IND,301.0
AGO,IDN,93.0
AGO,IRL,35.0
AGO,ITA,253.0
AGO,KEN,5.0
AGO,LAO,3.0
AGO,LSO,17.0
AGO,LUX,10.0
AGO,MKD,6.0
AGO,MDG,7.0
AGO,MWI,35.0
AGO,MTQ,1.0
AGO,MUS,14.0
AGO,MCO,10.0
AGO,MOZ,2.0
AGO,MMR,113.0
AGO,NAM,13238.0
AGO,NLD,6.0
AGO,NZL,1.0
AGO,NIC,3.0
AGO,NOR,23.0
AGO,PAK,24.0
AGO,PAN,2.0
AGO,PRY,5.0
AGO,PER,101.0
AGO,PHL,41.0
AGO,PRT,15415.0
AGO,REU,1.0
AGO,STP,624.0
AGO,SCG,32.0
AGO,SYC,15.0
AGO,SGP,2.0
AGO,SOM,1.0
AGO,ZAF,10612.0
AGO,SDN,225.0
AGO,SWZ,32.0
AGO,CHE,225.0
AGO,TZA,22.0
AGO,THA,9.0
AGO,TGO,1.0
AGO,UGA,10.0
AGO,GBR,883.0
AGO,USA,141.0
AGO,URY,57.0
AGO,VEN,258.0
AGO,ZMB,42246.0
AGO,ZWE,47.0
AIA,ATG,6.0
AIA,ABW,74.0
AIA,BHS,14.0
AIA,BRB,96.0
AIA,CUB,69.0
AIA,DMA,20.0
AIA,DOM,321.0
AIA,FRA,2.0
AIA,GRD,48.0
AIA,GLP,10.0
AIA,HTI,3.0
AIA,JAM,40.0
AIA,MEX,3.0
AIA,MSR,30.0
AIA,ANT,955.0
AIA,PRI,14.0
AIA,KNA,410.0
AIA,LCA,21.0
AIA,TTO,987.0
AIA,TCA,1.0
AIA,GBR,4.0
AIA,USA,147.0
AIA,VIR,125.0
ATG,AIA,14.0
ATG,ABW,16.0
ATG,BHS,48.0
ATG,BRB,341.0
ATG,BMU,1.0
ATG,CAN,14.0
ATG,CUB,242.0
ATG,DMA,71.0
ATG,DOM,615.0
ATG,FRA,5.0
ATG,GRD,171.0
ATG,GLP,36.0
ATG,HTI,11.0
ATG,IDN,184.0
ATG,JAM,143.0
ATG,LAO,1.0
ATG,MEX,6.0
ATG,MSR,207.0
ATG,MMR,223.0
ATG,ANT,203.0
ATG,NGA,2.0
ATG,PHL,82.0
ATG,PRI,50.0
ATG,ZAF,3.0
ATG,KNA,332.0
ATG,LCA,73.0
ATG,VCT,31.0
ATG,THA,130.0
ATG,TGO,1.0
ATG,TTO,3497.0
ATG,TCA,4.0
ATG,GBR,7.0
ATG,USA,3901.0
ATG,VIR,726.0
ATG,VGB,66.0
ATG,YEM,2.0
ARG,DZA,3.0
ARG,AND,4.0
ARG,AGO,6.0
ARG,ATG,3.0
ARG,ABW,8.0
ARG,AUS,144.0
ARG,AUT,119.0
ARG,BRB,8.0
ARG,BEL,100.0
ARG,BLZ,5.0
ARG,BEN,3.0
ARG,BOL,4113.0
ARG,BIH,2.0
ARG,BRA,17814.0
ARG,BGR,9.0
ARG,BDI,2.0
ARG,KHM,4.0
ARG,CMR,6.0
ARG,CAN,1909.0
ARG,CPV,5.0
ARG,TCD,1.0
ARG,CHL,11966.0
ARG,CHN,2.0
ARG,COL,943.0
ARG,COD,25.0
ARG,CRI,146.0
ARG,CIV,7.0
ARG,CUB,397.0
ARG,CYP,8.0
ARG,CZE,3.0
ARG,DNK,81.0
ARG,DMA,2.0
ARG,DOM,90.0
ARG,ECU,540.0
ARG,EGY,9.0
ARG,SLV,109.0
ARG,FRO,4.0
ARG,FLK,2.0
ARG,FJI,23.0
ARG,FIN,23.0
ARG,FRA,10669.0
ARG,GUF,3.0
ARG,PYF,4.0
ARG,DEU,1230.0
ARG,GHA,9.0
ARG,GIB,16.0
ARG,GRC,24.0
ARG,GRD,3.0
ARG,GUM,5.0
ARG,GTM,203.0
ARG,GIN,2.0
ARG,GUY,353.0
ARG,HND,68.0
ARG,HKG,3.0
ARG,HUN,48.0
ARG,IDN,24.0
ARG,IRQ,31.0
ARG,IRL,48.0
ARG,ISR,1107.0
ARG,ITA,458.0
ARG,JPN,5.0
ARG,JOR,5.0
ARG,LBN,2.0
ARG,LBY,2.0
ARG,LUX,5.0
ARG,MKD,3.0
ARG,MUS,3.0
ARG,MEX,2480.0
ARG,FSM,10.0
ARG,MCO,5.0
ARG,MAR,4.0
ARG,MMR,29.0
ARG,NAM,9.0
ARG,NLD,3.0
ARG,ANT,31.0
ARG,NZL,131.0
ARG,NIC,70.0
ARG,NER,34.0
ARG,NGA,106.0
ARG,NOR,163.0
ARG,OMN,1.0
ARG,PAN,242.0
ARG,PNG,3.0
ARG,PRY,27512.0
ARG,PER,2643.0
ARG,PHL,11.0
ARG,POL,4.0
ARG,PRT,55.0
ARG,PRI,133.0
ARG,QAT,2.0
ARG,REU,2.0
ARG,WSM,1.0
ARG,SEN,14.0
ARG,SCG,16.0
ARG,SLE,5.0
ARG,SGP,3.0
ARG,SVK,1.0
ARG,SVN,1.0
ARG,SLB,1.0
ARG,ZAF,422.0
ARG,ESP,12334.0
ARG,LCA,2.0
ARG,SUR,415.0
ARG,SWZ,6.0
ARG,SWE,268.0
ARG,CHE,408.0
ARG,TZA,5.0
ARG,THA,18.0
ARG,TGO,48.0
ARG,TTO,50.0
ARG,TUN,5.0
ARG,TUR,128.0
ARG,GBR,5672.0
ARG,USA,17591.0
ARG,URY,27775.0
ARG,VUT,1.0
ARG,VEN,4240.0
ARG,PSE,61.0
ARG,YEM,31.0
ARG,ZWE,53.0
ARM,ALB,4.0
ARM,DZA,2.0
ARM,AGO,2.0
ARM,ARG,1318.0
ARM,AUS,214.0
ARM,AUT,164.0
ARM,AZE,152502.0
ARM,BEL,418.0
ARM,BEN,2.0
ARM,BOL,4.0
ARM,BRA,985.0
ARM,BGR,857.0
ARM,BDI,21.0
ARM,KHM,3.0
ARM,CMR,13.0
ARM,CAN,2374.0
ARM,CAF,67.0
ARM,TCD,39.0
ARM,CHL,52.0
ARM,CHN,189.0
ARM,COL,4.0
ARM,COD,104.0
ARM,COG,5.0
ARM,CIV,7.0
ARM,HRV,5.0
ARM,CYP,41.0
ARM,CZE,30.0
ARM,DNK,13.0
ARM,DJI,1.0
ARM,ECU,3.0
ARM,EGY,56.0
ARM,ERI,5.0
ARM,ETH,51.0
ARM,FJI,1.0
ARM,FIN,34.0
ARM,FRA,1755.0
ARM,GAB,12.0
ARM,GMB,1.0
ARM,GEO,38234.0
ARM,DEU,674.0
ARM,GHA,1.0
ARM,GRC,61.0
ARM,GIN,40.0
ARM,GUY,5.0
ARM,HKG,540.0
ARM,HUN,654.0
ARM,IND,22.0
ARM,IDN,108.0
ARM,IRQ,229.0
ARM,IRL,1.0
ARM,ISR,1233.0
ARM,ITA,110.0
ARM,KEN,121.0
ARM,PRK,6.0
ARM,LAO,6.0
ARM,LBN,6.0
ARM,LBR,2.0
ARM,LBY,1.0
ARM,LUX,2.0
ARM,MAC,20.0
ARM,MDG,125.0
ARM,MLI,8.0
ARM,MEX,46.0
ARM,MAR,2.0
ARM,MMR,1319.0
ARM,NZL,5.0
ARM,NER,18.0
ARM,NGA,57.0
ARM,NOR,7.0
ARM,PRY,16.0
ARM,PER,39.0
ARM,PHL,47.0
ARM,POL,3067.0
ARM,QAT,6.0
ARM,ROU,6.0
ARM,RUS,72835.0
ARM,RWA,5.0
ARM,SCG,3.0
ARM,SVK,12.0
ARM,SOM,7.0
ARM,ZAF,94.0
ARM,SDN,714.0
ARM,SWE,466.0
ARM,CHE,98.0
ARM,TZA,100.0
ARM,THA,11.0
ARM,TGO,26.0
ARM,TUN,3.0
ARM,TUR,297.0
ARM,TKM,2552.0
ARM,UGA,24.0
ARM,UKR,18403.0
ARM,GBR,614.0
ARM,USA,84201.0
ARM,URY,172.0
ARM,VEN,172.0
ARM,PSE,27.0
ARM,YEM,881.0
ARM,ZMB,1.0
ARM,ZWE,11.0
ABW,AIA,3.0
ABW,ATG,2.0
ABW,ARG,4.0
ABW,BHS,16.0
ABW,BRB,18.0
ABW,CAN,3.0
ABW,COL,2.0
ABW,CUB,80.0
ABW,DMA,6.0
ABW,DOM,212.0
ABW,FRA,86.0
ABW,GRD,7.0
ABW,GLP,2.0
ABW,HTI,4.0
ABW,IDN,2.0
ABW,JAM,48.0
ABW,MTQ,5.0
ABW,MEX,2.0
ABW,MMR,3.0
ABW,ANT,70.0
ABW,PER,3.0
ABW,PHL,1.0
ABW,PRI,17.0
ABW,ESP,5.0
ABW,KNA,2.0
ABW,LCA,6.0
ABW,VCT,8.0
ABW,THA,2.0
ABW,TTO,116.0
ABW,TCA,1.0
ABW,GBR,129.0
ABW,USA,743.0
ABW,URY,2.0
ABW,VIR,12.0
AUS,AFG,3.0
AUS,ALB,1.0
AUS,DZA,5.0
AUS,ASM,33.0
AUS,AGO,74.0
AUS,ARG,230.0
AUS,ABW,7.0
AUS,AUT,63.0
AUS,BGD,4.0
AUS,BRB,2.0
AUS,BEL,66.0
AUS,BEN,3.0
AUS,BMU,1.0
AUS,BTN,5.0
AUS,BOL,40.0
AUS,BIH,12.0
AUS,BWA,2.0
AUS,BRA,1297.0
AUS,BRN,4.0
AUS,BGR,10.0
AUS,KHM,621.0
AUS,CMR,3.0
AUS,CAN,6480.0
AUS,CYM,3.0
AUS,TCD,14.0
AUS,CHL,738.0
AUS,CHN,1643.0
AUS,COL,24.0
AUS,COD,222.0
AUS,COK,27.0
AUS,CRI,5.0
AUS,CIV,7.0
AUS,HRV,98.0
AUS,CUB,1.0
AUS,CYP,138.0
AUS,CZE,23.0
AUS,DNK,133.0
AUS,DOM,24.0
AUS,ECU,4.0
AUS,EGY,18.0
AUS,SLV,11.0
AUS,ERI,8.0
AUS,ETH,4.0
AUS,FRO,4.0
AUS,FJI,187.0
AUS,FIN,29.0
AUS,FRA,17553.0
AUS,GUF,2.0
AUS,PYF,10.0
AUS,GAB,1.0
AUS,DEU,716.0
AUS,GHA,89.0
AUS,GIB,9.0
AUS,GRC,12.0
AUS,GLP,3.0
AUS,GUM,44.0
AUS,GTM,13.0
AUS,GIN,15.0
AUS,GNB,2.0
AUS,GUY,5.0
AUS,HND,6.0
AUS,HKG,4682.0
AUS,HUN,228.0
AUS,ISL,7.0
AUS,IND,775.0
AUS,IDN,185.0
AUS,IRQ,12.0
AUS,IRL,596.0
AUS,ISR,227.0
AUS,ITA,241.0
AUS,JPN,12.0
AUS,JOR,12.0
AUS,KEN,210.0
AUS,KIR,141.0
AUS,PRK,53.0
AUS,KOR,7.0
AUS,KWT,23.0
AUS,LAO,16.0
AUS,LBN,1.0
AUS,LSO,5.0
AUS,LBR,8.0
AUS,LBY,5.0
AUS,LUX,8.0
AUS,MAC,148.0
AUS,MKD,28.0
AUS,MYS,5.0
AUS,MLI,1.0
AUS,MLT,1.0
AUS,MHL,2.0
AUS,MUS,206.0
AUS,FSM,85.0
AUS,MCO,8.0
AUS,MAR,8.0
AUS,MOZ,3.0
AUS,MMR,224.0
AUS,NRU,41.0
AUS,NLD,4.0
AUS,ANT,15.0
AUS,NCL,231.0
AUS,NZL,34932.0
AUS,NIC,10.0
AUS,NER,35.0
AUS,NGA,110.0
AUS,NIU,3.0
AUS,MNP,1.0
AUS,NOR,168.0
AUS,OMN,9.0
AUS,PAK,51.0
AUS,PAN,20.0
AUS,PNG,13089.0
AUS,PRY,7.0
AUS,PER,183.0
AUS,PHL,69.0
AUS,POL,31.0
AUS,PRT,32.0
AUS,PRI,2.0
AUS,QAT,1.0
AUS,REU,20.0
AUS,ROU,5.0
AUS,SPM,1.0
AUS,WSM,195.0
AUS,SCG,117.0
AUS,SLE,6.0
AUS,SGP,913.0
AUS,SVK,9.0
AUS,SVN,28.0
AUS,SLB,316.0
AUS,SOM,13.0
AUS,ZAF,4064.0
AUS,LKA,154.0
AUS,SDN,3.0
AUS,SWZ,26.0
AUS,SWE,176.0
AUS,CHE,215.0
AUS,SYR,3.0
AUS,TZA,3.0
AUS,THA,18.0
AUS,TLS,126.0
AUS,TGO,50.0
AUS,TKL,6.0
AUS,TON,2.0
AUS,TTO,13.0
AUS,TUN,11.0
AUS,TUR,49.0
AUS,TUV,89.0
AUS,ARE,1.0
AUS,GBR,45146.0
AUS,USA,23305.0
AUS,URY,22.0
AUS,VUT,332.0
AUS,VEN,151.0
AUS,VNM,2.0
AUS,PSE,24.0
AUS,YEM,174.0
AUS,ZMB,403.0
AUS,ZWE,477.0
AUT,ALB,3.0
AUT,DZA,120.0
AUT,AGO,121.0
AUT,ARG,21433.0
AUT,AUS,22793.0
AUT,BHR,10.0
AUT,BRB,1.0
AUT,BEL,1533.0
AUT,BEN,3.0
AUT,BMU,19.0
AUT,BTN,2.0
AUT,BOL,942.0
AUT,BIH,700.0
AUT,BWA,2.0
AUT,BRA,12184.0
AUT,BGR,28.0
AUT,BFA,2.0
AUT,KHM,18.0
AUT,CAN,68268.0
AUT,CPV,7.0
AUT,CYM,1.0
AUT,CHL,1423.0
AUT,CHN,5.0
AUT,COL,441.0
AUT,COD,469.0
AUT,CRI,55.0
AUT,CIV,25.0
AUT,HRV,6960.0
AUT,CUB,16.0
AUT,CYP,4.0
AUT,CZE,99.0
AUT,DNK,113.0
AUT,DOM,13.0
AUT,ECU,34.0
AUT,EGY,35.0
AUT,SLV,39.0
AUT,ERI,2.0
AUT,ETH,1.0
AUT,FJI,82.0
AUT,FIN,7.0
AUT,FRA,14864.0
AUT,GUF,2.0
AUT,PYF,2.0
AUT,DEU,59970.0
AUT,GHA,16.0
AUT,GRC,147.0
AUT,GUM,19.0
AUT,GTM,37.0
AUT,GIN,11.0
AUT,GUY,48.0
AUT,HTI,28.0
AUT,HND,7.0
AUT,HKG,14.0
AUT,HUN,3581.0
AUT,ISL,36.0
AUT,IND,56.0
AUT,IDN,75.0
AUT,IRN,1.0
AUT,IRQ,68.0
AUT,IRL,207.0
AUT,ISR,289.0
AUT,ITA,9571.0
AUT,JAM,1.0
AUT,JOR,18.0
AUT,KWT,9.0
AUT,LAO,3.0
AUT,LBN,22.0
AUT,LBR,2.0
AUT,LBY,9.0
AUT,LIE,1171.0
AUT,LUX,354.0
AUT,MKD,1225.0
AUT,MWI,7.0
AUT,MUS,5.0
AUT,MEX,398.0
AUT,FSM,37.0
AUT,MCO,54.0
AUT,MAR,16.0
AUT,MOZ,12.0
AUT,MMR,16.0
AUT,NAM,30.0
AUT,NLD,950.0
AUT,ANT,1.0
AUT,NCL,5.0
AUT,NZL,937.0
AUT,NIC,20.0
AUT,NER,16.0
AUT,NGA,51.0
AUT,NOR,582.0
AUT,OMN,2.0
AUT,PAK,4.0
AUT,PAN,151.0
AUT,PNG,88.0
AUT,PRY,4.0
AUT,PER,522.0
AUT,PHL,33.0
AUT,POL,1099.0
AUT,PRT,14.0
AUT,PRI,1.0
AUT,QAT,21.0
AUT,REU,2.0
AUT,ROU,1932.0
AUT,RWA,4.0
AUT,SAU,3.0
AUT,SEN,11.0
AUT,SCG,6731.0
AUT,SLE,3.0
AUT,SGP,12.0
AUT,SVK,39.0
AUT,SVN,2042.0
AUT,SLB,1.0
AUT,SOM,2.0
AUT,ZAF,2062.0
AUT,ESP,64.0
AUT,SWZ,4.0
AUT,SWE,5726.0
AUT,CHE,48669.0
AUT,SYR,8.0
AUT,THA,55.0
AUT,TGO,23.0
AUT,TTO,7.0
AUT,TUN,21.0
AUT,TUR,1838.0
AUT,GBR,36007.0
AUT,USA,317730.0
AUT,URY,195.0
AUT,VUT,3.0
AUT,VEN,459.0
AUT,PSE,137.0
AUT,YEM,84.0
AUT,ZMB,17.0
AUT,ZWE,201.0
AZE,AGO,4.0
AZE,ARG,20.0
AZE,ARM,158871.0
AZE,AUS,132.0
AZE,AUT,31.0
AZE,BEL,28.0
AZE,BRA,15.0
AZE,BGR,24.0
AZE,BDI,34.0
AZE,KHM,5.0
AZE,CMR,21.0
AZE,CAN,1395.0
AZE,CAF,29.0
AZE,TCD,63.0
AZE,CHL,8.0
AZE,CHN,303.0
AZE,COL,4.0
AZE,COD,45.0
AZE,COG,2.0
AZE,CIV,3.0
AZE,HRV,7.0
AZE,CUB,37.0
AZE,CYP,56.0
AZE,CZE,41.0
AZE,DNK,2.0
AZE,DJI,2.0
AZE,DOM,1.0
AZE,EGY,8.0
AZE,ERI,7.0
AZE,ETH,22.0
AZE,FIN,16.0
AZE,FRA,226.0
AZE,GAB,5.0
AZE,GEO,8277.0
AZE,DEU,73.0
AZE,GHA,2.0
AZE,GRC,1.0
AZE,GIN,17.0
AZE,HKG,864.0
AZE,HUN,60.0
AZE,IND,35.0
AZE,IDN,47.0
AZE,IRN,1.0
AZE,IRQ,4830.0
AZE,IRL,1.0
AZE,ISR,26046.0
AZE,ITA,8.0
AZE,KAZ,16188.0
AZE,KEN,196.0
AZE,PRK,10.0
AZE,KWT,9.0
AZE,KGZ,2206.0
AZE,LAO,2.0
AZE,LBN,124.0
AZE,LBR,3.0
AZE,MAC,33.0
AZE,MDG,54.0
AZE,MLI,14.0
AZE,MEX,25.0
AZE,MMR,570.0
AZE,ANT,3.0
AZE,NZL,3.0
AZE,NER,8.0
AZE,NGA,25.0
AZE,NOR,13.0
AZE,PHL,20.0
AZE,POL,967.0
AZE,QAT,119.0
AZE,ROU,9.0
AZE,RUS,101089.0
AZE,RWA,2.0
AZE,SAU,3.0
AZE,SLE,1.0
AZE,SVK,16.0
AZE,SOM,11.0
AZE,ZAF,153.0
AZE,SDN,1159.0
AZE,SWE,258.0
AZE,CHE,7.0
AZE,SYR,8.0
AZE,TZA,162.0
AZE,THA,5.0
AZE,TGO,11.0
AZE,TUR,6277.0
AZE,TKM,6828.0
AZE,UGA,38.0
AZE,GBR,71.0
AZE,USA,45173.0
AZE,URY,3.0
AZE,VEN,3.0
AZE,PSE,571.0
AZE,YEM,18599.0
AZE,ZMB,2.0
AZE,ZWE,17.0
BHS,AIA,1.0
BHS,ATG,1.0
BHS,ABW,7.0
BHS,AUS,2.0
BHS,BRB,30.0
BHS,BMU,2.0
BHS,CAN,26.0
BHS,CYM,9.0
BHS,CUB,22.0
BHS,DMA,6.0
BHS,DOM,209.0
BHS,FRA,16.0
BHS,DEU,2.0
BHS,GRD,15.0
BHS,GLP,3.0
BHS,HND,1.0
BHS,HUN,1.0
BHS,JAM,13.0
BHS,MEX,5.0
BHS,ANT,19.0
BHS,NZL,14.0
BHS,PAN,58.0
BHS,PRI,5.0
BHS,ZAF,4.0
BHS,LCA,6.0
BHS,CHE,1.0
BHS,TTO,305.0
BHS,TCA,3.0
BHS,GBR,25.0
BHS,USA,6776.0
BHS,VIR,3.0
BHR,DZA,23.0
BHR,ARG,1.0
BHR,AUS,4.0
BHR,BRA,2.0
